domain,role_family,target_role,competency,related_skills,candidate_answer,star_relevance_score,technical_accuracy_score,evidence_level,final_answer_quality_label
Information & Technology,Web Development,Frontend Developer,Accessible Responsive UI Engineering,"html, css, web design, bootstrap, tailwind css","Pada proyek terakhir terkait Accessible Responsive UI Engineering, saya bertanggung jawab penuh menggunakan html, css, web design, bootstrap, tailwind css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.91,0.91,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Accessible Responsive UI Engineering,"html, css, web design, bootstrap, tailwind css","Pada proyek terakhir terkait Accessible Responsive UI Engineering, saya bertanggung jawab penuh menggunakan html, css, web design, bootstrap, tailwind css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.91,0.89,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Accessible Responsive UI Engineering,"html, css, web design, bootstrap, tailwind css","Pada proyek terakhir terkait Accessible Responsive UI Engineering, saya bertanggung jawab penuh menggunakan html, css, web design, bootstrap, tailwind css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.9,0.9,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Accessible Responsive UI Engineering,"html, css, web design, bootstrap, tailwind css","Pada proyek terakhir terkait Accessible Responsive UI Engineering, saya bertanggung jawab penuh menggunakan html, css, web design, bootstrap, tailwind css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",1.0,0.94,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Accessible Responsive UI Engineering,"html, css, web design, bootstrap, tailwind css","Pada proyek terakhir terkait Accessible Responsive UI Engineering, saya bertanggung jawab penuh menggunakan html, css, web design, bootstrap, tailwind css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.91,0.95,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Accessible Responsive UI Engineering,"html, css, web design, bootstrap, tailwind css","Saya pernah ikut tim mengerjakan Accessible Responsive UI Engineering pakai html, css, web design, bootstrap, tailwind css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.44,0.35,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Accessible Responsive UI Engineering,"html, css, web design, bootstrap, tailwind css","Saya pernah ikut tim mengerjakan Accessible Responsive UI Engineering pakai html, css, web design, bootstrap, tailwind css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.29,0.46,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Accessible Responsive UI Engineering,"html, css, web design, bootstrap, tailwind css","Saya pernah ikut tim mengerjakan Accessible Responsive UI Engineering pakai html, css, web design, bootstrap, tailwind css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.41,0.42,1,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Accessible Responsive UI Engineering,"html, css, web design, bootstrap, tailwind css","Saya pernah ikut tim mengerjakan Accessible Responsive UI Engineering pakai html, css, web design, bootstrap, tailwind css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.27,0.28,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Accessible Responsive UI Engineering,"html, css, web design, bootstrap, tailwind css","Saya pernah ikut tim mengerjakan Accessible Responsive UI Engineering pakai html, css, web design, bootstrap, tailwind css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.44,0.21,1,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Advanced React Component Lifecycles,"react, javascript, dom manipulation, tailwind css","Pada proyek terakhir terkait Advanced React Component Lifecycles, saya bertanggung jawab penuh menggunakan react, javascript, dom manipulation, tailwind css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.89,0.98,5,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Advanced React Component Lifecycles,"react, javascript, dom manipulation, tailwind css","Pada proyek terakhir terkait Advanced React Component Lifecycles, saya bertanggung jawab penuh menggunakan react, javascript, dom manipulation, tailwind css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.91,0.89,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Advanced React Component Lifecycles,"react, javascript, dom manipulation, tailwind css","Pada proyek terakhir terkait Advanced React Component Lifecycles, saya bertanggung jawab penuh menggunakan react, javascript, dom manipulation, tailwind css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.85,0.98,5,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Advanced React Component Lifecycles,"react, javascript, dom manipulation, tailwind css","Pada proyek terakhir terkait Advanced React Component Lifecycles, saya bertanggung jawab penuh menggunakan react, javascript, dom manipulation, tailwind css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.89,0.9,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Advanced React Component Lifecycles,"react, javascript, dom manipulation, tailwind css","Pada proyek terakhir terkait Advanced React Component Lifecycles, saya bertanggung jawab penuh menggunakan react, javascript, dom manipulation, tailwind css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.87,0.94,5,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Advanced React Component Lifecycles,"react, javascript, dom manipulation, tailwind css","Saya pernah ikut tim mengerjakan Advanced React Component Lifecycles pakai react, javascript, dom manipulation, tailwind css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.38,0.44,1,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Advanced React Component Lifecycles,"react, javascript, dom manipulation, tailwind css","Saya pernah ikut tim mengerjakan Advanced React Component Lifecycles pakai react, javascript, dom manipulation, tailwind css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.27,0.33,1,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Advanced React Component Lifecycles,"react, javascript, dom manipulation, tailwind css","Saya pernah ikut tim mengerjakan Advanced React Component Lifecycles pakai react, javascript, dom manipulation, tailwind css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.25,0.3,1,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Advanced React Component Lifecycles,"react, javascript, dom manipulation, tailwind css","Saya pernah ikut tim mengerjakan Advanced React Component Lifecycles pakai react, javascript, dom manipulation, tailwind css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.39,0.34,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Advanced React Component Lifecycles,"react, javascript, dom manipulation, tailwind css","Saya pernah ikut tim mengerjakan Advanced React Component Lifecycles pakai react, javascript, dom manipulation, tailwind css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.43,0.48,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Strictly Typed Interface Engineering,"typescript, javascript, react, next.js","Pada proyek terakhir terkait Strictly Typed Interface Engineering, saya bertanggung jawab penuh menggunakan typescript, javascript, react, next.js. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.97,0.96,5,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Strictly Typed Interface Engineering,"typescript, javascript, react, next.js","Pada proyek terakhir terkait Strictly Typed Interface Engineering, saya bertanggung jawab penuh menggunakan typescript, javascript, react, next.js. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.93,0.9,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Strictly Typed Interface Engineering,"typescript, javascript, react, next.js","Pada proyek terakhir terkait Strictly Typed Interface Engineering, saya bertanggung jawab penuh menggunakan typescript, javascript, react, next.js. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.86,0.93,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Strictly Typed Interface Engineering,"typescript, javascript, react, next.js","Pada proyek terakhir terkait Strictly Typed Interface Engineering, saya bertanggung jawab penuh menggunakan typescript, javascript, react, next.js. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.98,0.95,5,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Strictly Typed Interface Engineering,"typescript, javascript, react, next.js","Pada proyek terakhir terkait Strictly Typed Interface Engineering, saya bertanggung jawab penuh menggunakan typescript, javascript, react, next.js. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.91,1.0,5,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Strictly Typed Interface Engineering,"typescript, javascript, react, next.js","Saya pernah ikut tim mengerjakan Strictly Typed Interface Engineering pakai typescript, javascript, react, next.js. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.32,0.24,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Strictly Typed Interface Engineering,"typescript, javascript, react, next.js","Saya pernah ikut tim mengerjakan Strictly Typed Interface Engineering pakai typescript, javascript, react, next.js. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.24,0.21,1,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Strictly Typed Interface Engineering,"typescript, javascript, react, next.js","Saya pernah ikut tim mengerjakan Strictly Typed Interface Engineering pakai typescript, javascript, react, next.js. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.31,0.45,1,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Strictly Typed Interface Engineering,"typescript, javascript, react, next.js","Saya pernah ikut tim mengerjakan Strictly Typed Interface Engineering pakai typescript, javascript, react, next.js. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.38,0.26,1,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Strictly Typed Interface Engineering,"typescript, javascript, react, next.js","Saya pernah ikut tim mengerjakan Strictly Typed Interface Engineering pakai typescript, javascript, react, next.js. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.24,0.36,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Server-Side Rendering Web Application Optimization,"next.js, typescript, javascript","Pada proyek terakhir terkait Server-Side Rendering Web Application Optimization, saya bertanggung jawab penuh menggunakan next.js, typescript, javascript. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.88,0.89,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Server-Side Rendering Web Application Optimization,"next.js, typescript, javascript","Pada proyek terakhir terkait Server-Side Rendering Web Application Optimization, saya bertanggung jawab penuh menggunakan next.js, typescript, javascript. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.98,1.0,5,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Server-Side Rendering Web Application Optimization,"next.js, typescript, javascript","Pada proyek terakhir terkait Server-Side Rendering Web Application Optimization, saya bertanggung jawab penuh menggunakan next.js, typescript, javascript. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.97,0.89,5,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Server-Side Rendering Web Application Optimization,"next.js, typescript, javascript","Pada proyek terakhir terkait Server-Side Rendering Web Application Optimization, saya bertanggung jawab penuh menggunakan next.js, typescript, javascript. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.89,0.94,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Server-Side Rendering Web Application Optimization,"next.js, typescript, javascript","Pada proyek terakhir terkait Server-Side Rendering Web Application Optimization, saya bertanggung jawab penuh menggunakan next.js, typescript, javascript. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.97,1.0,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Server-Side Rendering Web Application Optimization,"next.js, typescript, javascript","Saya pernah ikut tim mengerjakan Server-Side Rendering Web Application Optimization pakai next.js, typescript, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.45,0.26,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Server-Side Rendering Web Application Optimization,"next.js, typescript, javascript","Saya pernah ikut tim mengerjakan Server-Side Rendering Web Application Optimization pakai next.js, typescript, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.41,0.31,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Server-Side Rendering Web Application Optimization,"next.js, typescript, javascript","Saya pernah ikut tim mengerjakan Server-Side Rendering Web Application Optimization pakai next.js, typescript, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.36,0.46,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Server-Side Rendering Web Application Optimization,"next.js, typescript, javascript","Saya pernah ikut tim mengerjakan Server-Side Rendering Web Application Optimization pakai next.js, typescript, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.39,0.46,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Server-Side Rendering Web Application Optimization,"next.js, typescript, javascript","Saya pernah ikut tim mengerjakan Server-Side Rendering Web Application Optimization pakai next.js, typescript, javascript. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.14,0.38,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Web Performance & Client-Side Caching,"javascript, dom manipulation, html, css","Pada proyek terakhir terkait Web Performance & Client-Side Caching, saya bertanggung jawab penuh menggunakan javascript, dom manipulation, html, css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.95,0.97,5,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Web Performance & Client-Side Caching,"javascript, dom manipulation, html, css","Pada proyek terakhir terkait Web Performance & Client-Side Caching, saya bertanggung jawab penuh menggunakan javascript, dom manipulation, html, css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.85,0.89,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Web Performance & Client-Side Caching,"javascript, dom manipulation, html, css","Pada proyek terakhir terkait Web Performance & Client-Side Caching, saya bertanggung jawab penuh menggunakan javascript, dom manipulation, html, css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.92,0.95,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Web Performance & Client-Side Caching,"javascript, dom manipulation, html, css","Pada proyek terakhir terkait Web Performance & Client-Side Caching, saya bertanggung jawab penuh menggunakan javascript, dom manipulation, html, css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.94,0.91,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Web Performance & Client-Side Caching,"javascript, dom manipulation, html, css","Pada proyek terakhir terkait Web Performance & Client-Side Caching, saya bertanggung jawab penuh menggunakan javascript, dom manipulation, html, css. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.91,0.96,4,HIGH_QUALITY
Information & Technology,Web Development,Frontend Developer,Web Performance & Client-Side Caching,"javascript, dom manipulation, html, css","Saya pernah ikut tim mengerjakan Web Performance & Client-Side Caching pakai javascript, dom manipulation, html, css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.13,0.26,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Web Performance & Client-Side Caching,"javascript, dom manipulation, html, css","Saya pernah ikut tim mengerjakan Web Performance & Client-Side Caching pakai javascript, dom manipulation, html, css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.31,0.22,1,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Web Performance & Client-Side Caching,"javascript, dom manipulation, html, css","Saya pernah ikut tim mengerjakan Web Performance & Client-Side Caching pakai javascript, dom manipulation, html, css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.1,0.23,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Web Performance & Client-Side Caching,"javascript, dom manipulation, html, css","Saya pernah ikut tim mengerjakan Web Performance & Client-Side Caching pakai javascript, dom manipulation, html, css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.31,0.41,2,LOW_QUALITY
Information & Technology,Web Development,Frontend Developer,Web Performance & Client-Side Caching,"javascript, dom manipulation, html, css","Saya pernah ikut tim mengerjakan Web Performance & Client-Side Caching pakai javascript, dom manipulation, html, css. Kandidat menjawab terlalu singkat, mengambang, and tidak menyebutkan latar belakang proyek. Hanya menyebutkan kerja tim tanpa memperjelas kontribusi spesifik dirinya sendiri. Tidak ada metrik evaluasi yang jelas, hanya klaim subjektif bahwa sistem berjalan lancar.",0.24,0.25,1,LOW_QUALITY
Information & Technology,Web Development,Backend Developer,High Performance Microservices Architecture,"back-end development, rest api, system design, microservices architecture","Pada proyek terakhir terkait High Performance Microservices Architecture, saya bertanggung jawab penuh menggunakan back-end development, rest api, system design, microservices architecture. Kandidat menjelaskan konteks proyek skala besar di industri dengan sangat kronologis dan detail. Menjelaskan akuntabilitas pribadi dan peran kepemimpinan dalam menyelesaikan bottleneck teknis. Hasilnya, Menyebutkan dampak performa bisnis secara kuantitatif dengan metrik yang terukur jelas (misal: reduksi latency 40%, akurasi 95%).",0.85,0.94,4,HIGH_QUALITY
